CPU Frequency: 1000mhz
starting lcm thread... 
starting setpoint thread... 
starting print thread... 
initializing imu... 
initializing controller...
initializing motors...
initializing odometry...
attaching imu interupt...
we are running!!!

RUNNING...
SENSORS | ODOMETRY |
  X_DOT  |    X    |
  0.717  |  2.031  |  0.717  |  0.717  
  0.687  |  2.065  |  0.687  |  0.687  
  0.699  |  2.100  |  0.699  |  0.699  
  0.711  |  2.136  |  0.711  |  0.711  
  0.683  |  2.170  |  0.684  |  0.683  
  0.714  |  2.206  |  0.714  |  0.714  
  0.693  |  2.240  |  0.693  |  0.693  
  0.705  |  2.275  |  0.705  |  0.705  
  0.708  |  2.311  |  0.708  |  0.708  
  0.683  |  2.345  |  0.683  |  0.684  
  0.717  |  2.381  |  0.717  |  0.717  
  0.690  |  2.415  |  0.690  |  0.690  
  0.699  |  2.450  |  0.699  |  0.699  
  0.711  |  2.486  |  0.711  |  0.711  
  0.680  |  2.520  |  0.680  |  0.680  
  0.717  |  2.556  |  0.717  |  0.717  
  0.693  |  2.590  |  0.693  |  0.693  
  0.696  |  2.625  |  0.696  |  0.696  
  0.714  |  2.661  |  0.714  |  0.714  
  0.683  |  2.695  |  0.684  |  0.683  
  0.711  |  2.731  |  0.711  |  0.711  
  0.699  |  2.766  |  0.699  |  0.699  
  0.693  |  2.800  |  0.693  |  0.693  
  0.714  |  2.836  |  0.714  |  0.714  
  0.687  |  2.870  |  0.686  |  0.687  
  0.708  |  2.906  |  0.708  |  0.708  
  0.702  |  2.941  |  0.702  |  0.702  
  0.693  |  2.975  |  0.693  |  0.693  
  0.711  |  3.011  |  0.711  |  0.711  
  0.687  |  3.045  |  0.687  |  0.687  
  0.708  |  3.081  |  0.708  |  0.708  
  0.702  |  3.116  |  0.702  |  0.702  
  0.693  |  3.150  |  0.693  |  0.693  
  0.708  |  3.186  |  0.708  |  0.708  
  0.693  |  3.220  |  0.693  |  0.693  
  0.699  |  3.255  |  0.699  |  0.699  
  0.705  |  3.291  |  0.705  |  0.705  
  0.693  |  3.325  |  0.693  |  0.693  
  0.711  |  3.361  |  0.711  |  0.711  
  0.693  |  3.396  |  0.693  |  0.693  
  0.708  |  3.431  |  0.708  |  0.708  
  0.696  |  3.466  |  0.696  |  0.696  
  0.696  |  3.500  |  0.696  |  0.696  
  0.708  |  3.536  |  0.708  |  0.708  
  0.687  |  3.570  |  0.686  |  0.687  
  0.708  |  3.606  |  0.708  |  0.708  
  0.699  |  3.641  |  0.699  |  0.699  
  0.696  |  3.675  |  0.696  |  0.696  
  0.693  |  3.745  |  0.693  |  0.693  
  0.705  |  3.781  |  0.705  |  0.705  
  0.699  |  3.816  |  0.699  |  0.699  
  0.699  |  3.851  |  0.699  |  0.699  
  0.708  |  3.886  |  0.708  |  0.708  
  0.687  |  3.920  |  0.687  |  0.687  
  0.708  |  3.956  |  0.708  |  0.708  
  0.699  |  3.991  |  0.699  |  0.699  
  0.696  |  4.025  |  0.696  |  0.696  
  0.708  |  4.061  |  0.708  |  0.708  
  0.699  |  4.096  |  0.699  |  0.699  
  0.699  |  4.131  |  0.699  |  0.699  
  0.705  |  4.166  |  0.705  |  0.705  
  0.693  |  4.201  |  0.693  |  0.693  
  0.708  |  4.236  |  0.708  |  0.708  
  0.693  |  4.271  |  0.693  |  0.693  
  0.702  |  4.306  |  0.702  |  0.702  
  0.699  |  4.341  |  0.699  |  0.699  
  0.696  |  4.375  |  0.696  |  0.696  
  0.705  |  4.411  |  0.705  |  0.705  
  0.699  |  4.446  |  0.699  |  0.699  
  0.702  |  4.481  |  0.702  |  0.702  
  0.699  |  4.516  |  0.699  |  0.699  
  0.702  |  4.551  |  0.702  |  0.702  
  0.699  |  4.586  |  0.699  |  0.699  
  0.702  |  4.621  |  0.702  |  0.702  
  0.702  |  4.656  |  0.702  |  0.702  
  0.696  |  4.691  |  0.696  |  0.696  
  0.702  |  4.726  |  0.702  |  0.702  
  0.696  |  4.761  |  0.696  |  0.696  
  0.702  |  4.796  |  0.702  |  0.702  
  0.696  |  4.830  |  0.696  |  0.696  
  0.702  |  4.866  |  0.702  |  0.702  
  0.702  |  4.901  |  0.702  |  0.702  
  0.696  |  4.935  |  0.696  |  0.696  
  0.705  |  4.971  |  0.705  |  0.705  
  0.702  |  5.006  |  0.702  |  0.702  
  0.696  |  5.041  |  0.696  |  0.696  
  0.705  |  5.076  |  0.705  |  0.705  
  0.699  |  5.111  |  0.699  |  0.699  
  0.699  |  5.146  |  0.699  |  0.699  
  0.708  |  5.181  |  0.708  |  0.708  
  0.687  |  5.215  |  0.686  |  0.687  
  0.711  |  5.251  |  0.711  |  0.711  
  0.690  |  5.286  |  0.690  |  0.690  
  0.702  |  5.321  |  0.702  |  0.702  
  0.702  |  5.356  |  0.702  |  0.702  
  0.693  |  5.390  |  0.693  |  0.693  
  0.711  |  5.426  |  0.711  |  0.711  
  0.696  |  5.461  |  0.696  |  0.696  
  0.702  |  5.496  |  0.702  |  0.702  
  0.705  |  5.531  |  0.705  |  0.705  
  0.693  |  5.566  |  0.693  |  0.693  
  0.705  |  5.601  |  0.705  |  0.705  
  0.693  |  5.636  |  0.693  |  0.693  
  0.705  |  5.671  |  0.705  |  0.705  
  0.699  |  5.706  |  0.699  |  0.699  
  0.696  |  5.741  |  0.696  |  0.696  
  0.705  |  5.776  |  0.705  |  0.705  
  0.696  |  5.811  |  0.696  |  0.696  
  0.702  |  5.846  |  0.702  |  0.702  
  0.702  |  5.881  |  0.702  |  0.702  
  0.702  |  5.916  |  0.702  |  0.702  
  0.702  |  5.951  |  0.702  |  0.702  
  0.696  |  5.986  |  0.696  |  0.696  
  0.708  |  6.021  |  0.708  |  0.708  
  0.690  |  6.056  |  0.690  |  0.690  
  0.705  |  6.091  |  0.705  |  0.705  
  0.696  |  6.126  |  0.696  |  0.696  
  0.696  |  6.160  |  0.696  |  0.696  
  0.724  |  6.197  |  0.723  |  0.724  
  0.662  |  6.230  |  0.662  |  0.662  
  0.730  |  6.266  |  0.730  |  0.730  
  0.680  |  6.300  |  0.680  |  0.681  
  0.705  |  6.335  |  0.705  |  0.705  
  0.702  |  6.371  |  0.702  |  0.702  
  0.687  |  6.405  |  0.687  |  0.687  
  0.720  |  6.441  |  0.720  |  0.721  
  0.690  |  6.475  |  0.690  |  0.690  
  0.708  |  6.511  |  0.708  |  0.708  
  0.705  |  6.546  |  0.705  |  0.705  
  0.690  |  6.581  |  0.689  |  0.690  
  0.714  |  6.616  |  0.714  |  0.714  
  0.687  |  6.651  |  0.686  |  0.687  
  0.711  |  6.686  |  0.711  |  0.711  
  0.690  |  6.721  |  0.689  |  0.690  
  0.708  |  6.756  |  0.708  |  0.708  
  0.693  |  6.791  |  0.693  |  0.693  
  0.708  |  6.826  |  0.708  |  0.708  
  0.683  |  6.860  |  0.683  |  0.684  
  0.717  |  6.896  |  0.717  |  0.717  
  0.690  |  6.931  |  0.690  |  0.690  
  0.699  |  6.966  |  0.699  |  0.699  
  0.711  |  7.001  |  0.711  |  0.711  
  0.683  |  7.035  |  0.683  |  0.684  
  0.714  |  7.071  |  0.714  |  0.714  
  0.696  |  7.106  |  0.696  |  0.696  
  0.696  |  7.141  |  0.696  |  0.696  
  0.708  |  7.176  |  0.708  |  0.708  
  0.690  |  7.210  |  0.690  |  0.690  
  0.708  |  7.246  |  0.708  |  0.708  
  0.699  |  7.281  |  0.699  |  0.699  
  0.702  |  7.316  |  0.702  |  0.702  
  0.702  |  7.351  |  0.702  |  0.702  
  0.696  |  7.386  |  0.696  |  0.696  
  0.711  |  7.421  |  0.711  |  0.711  
  0.693  |  7.456  |  0.693  |  0.693  
  0.699  |  7.491  |  0.699  |  0.699  
  0.705  |  7.526  |  0.705  |  0.705  
  0.687  |  7.560  |  0.686  |  0.687  
  0.714  |  7.596  |  0.714  |  0.714  
  0.687  |  7.631  |  0.686  |  0.687  
  0.702  |  7.666  |  0.702  |  0.702  
  0.683  |  7.735  |  0.683  |  0.684  
  0.720  |  7.771  |  0.720  |  0.720  
  0.690  |  7.806  |  0.690  |  0.690  
  0.705  |  7.841  |  0.705  |  0.705  
  0.702  |  7.876  |  0.702  |  0.702  
  0.696  |  7.911  |  0.696  |  0.696  
  0.699  |  7.946  |  0.699  |  0.699  
  0.702  |  7.981  |  0.702  |  0.702  
  0.699  |  8.016  |  0.699  |  0.699  
  0.699  |  8.051  |  0.699  |  0.699  
  0.702  |  8.086  |  0.702  |  0.702  
  0.699  |  8.121  |  0.699  |  0.699  
  0.702  |  8.156  |  0.702  |  0.702  

received SIGINT Ctrl-C
